id,is_iceberg
5941774d,0.598956704139709
4023181e,0.097074523568153
b20200e4,0.000009732002582
e7f018bb,0.972567677497864
4371c8c3,0.039981208741665
a8d9b1fd,0.004750649910420
29e7727e,0.373163074254990
92a51ffb,0.988797247409821
c769ac97,0.275466054677963
aee0547d,0.020850909873843
565b28ac,0.001491035218351
e04e9775,0.227231904864311
8e8161d1,0.002850488293916
4cf4d256,0.410966783761978
139e5324,0.000416703376686
f156976f,0.222207739949226
68a117cc,0.003955798689276
d9aa7a56,0.006988212466240
9005b143,0.000555332517251
5f6d3988,0.662479698657990
9ad70954,0.139698505401611
b9087b9e,0.835784375667572
a39a1427,0.026159169152379
82fbe8ed,0.379113703966141
1fae4879,0.000085043961008
6dd8f13d,0.000000569157805
bbad5958,0.367369681596756
54527583,0.004556405358016
be8fa29c,0.252735406160355
81a3328f,0.995460093021393
1a3c0ab3,0.000794714898802
4deeeb8b,0.255601763725281
ac6d5632,0.017968758940697
472dadb5,0.001448720926419
96093f95,0.786401748657227
f5b4e3df,0.989247500896454
e01a3c92,0.167821526527405
001680af,0.169658660888672
8e639f33,0.791051745414734
a2c16612,0.647989094257355
a6d76474,0.000010802486941
19c47684,0.092996567487717
015827b6,0.000001149595960
7df7f7ce,0.004606057889760
0bbf1a3f,0.067047990858555
636cfbb7,0.981256842613220
7370030a,0.956224024295807
43aa97ad,0.000013267438590
ba2b5e63,0.999785602092743
dfdd335b,0.110161535441875
e79b13dc,0.000122185432701
dc32b195,0.008654509671032
6d868590,0.942672193050385
75fa59aa,0.089787527918816
ffe50836,0.000130760206957
a7bfd784,0.855485975742340
b3d569e3,0.002637418685481
6c538c5b,0.385747283697128
5c7c15f4,0.000008025905117
0b745139,0.010226801037788
fd14608e,0.004498802591115
f0bc8305,0.000015665240426
a10ccb28,0.995423972606659
543304c7,0.180317997932434
6c3a4078,0.005405122879893
9b73cc75,0.434069842100143
5c6c71b1,0.007479653228074
09ee9186,0.006039751227945
207c35cf,0.042495530098677
153c813e,0.000318598584272
5605d58b,0.056545924395323
642ca396,0.072539955377579
d32d72c0,0.212051048874855
16646a17,0.918861269950867
384074af,0.000055440108554
69bf1e8c,0.286884427070618
9e90a054,0.035777579993010
89dbe7f7,0.975574374198914
dbd27d22,0.111615359783173
a2ea1561,0.173649922013283
d63402af,0.001687403535470
1ac8bb92,0.983439743518829
8beffca5,0.096789188683033
46741f3e,0.000005720949048
e5ee6aa7,0.000771861989051
5ecd892b,0.527056276798248
69892166,0.784807801246643
2f725a81,0.251487284898758
810abfe4,0.000003270268508
e6f973e6,0.235380738973618
c60a5c46,0.015702802687883
c42b9e08,0.735683143138885
